100; 0.0068933963775634766;0;-67305
100; 0.012972354888916016;2;-67304
100; 0.019167184829711914;6;-67304
100; 0.02488398551940918;6;-67304
100; 0.03053903579711914;12;-67304
100; 0.03717160224914551;17;-67302
100; 0.04244828224182129;17;-67302
100; 0.04879260063171387;128;-67300
100; 0.05423259735107422;176;-67300
100; 0.06124711036682129;186;-67298
100; 0.06815481185913086;204;-67296
100; 0.07327771186828613;242;-67294
100; 0.079498291015625;267;-67292
100; 0.08609914779663086;289;-67290
100; 0.0913400650024414;294;-67289
100; 0.10263490676879883;327;-67286
100; 0.11115264892578125;337;-67282
100; 0.11802172660827637;349;-67280
100; 0.12311196327209473;361;-67278
100; 0.12958741188049316;384;-67275
100; 0.14063072204589844;403;-67271
100; 0.14729857444763184;410;-67268
100; 0.15259718894958496;430;-67266
100; 0.15881752967834473;432;-67262
100; 0.16620182991027832;444;-67260
100; 0.17145872116088867;447;-67256
100; 0.17816901206970215;453;-67254
100; 0.18328213691711426;466;-67251
100; 0.18948864936828613;473;-67248
100; 0.19611215591430664;485;-67245
100; 0.2013537883758545;494;-67242
100; 0.20806670188903809;496;-67239
100; 0.21435928344726562;503;-67236
100; 0.22041678428649902;502;-67233
100; 0.22704839706420898;505;-67230
100; 0.23234105110168457;515;-67226
100; 0.2385120391845703;520;-67224
100; 0.2441539764404297;530;-67220
100; 0.250399112701416;532;-67217
100; 0.25692272186279297;540;-67214
100; 0.2631337642669678;539;-67210
100; 0.2692086696624756;539;-67208
100; 0.2755444049835205;544;-67203
100; 0.28079676628112793;547;-67201
100; 0.28856587409973145;558;-67196
100; 0.2939445972442627;560;-67193
100; 0.3000657558441162;565;-67190
100; 0.30673789978027344;563;-67186
100; 0.31299829483032227;567;-67182
100; 0.3191218376159668;566;-67179
100; 0.3254122734069824;577;-67174
100; 0.33071112632751465;578;-67172
100; 0.3375244140625;584;-67168
100; 0.342928409576416;579;-67165
100; 0.3489990234375;582;-67162
100; 0.3548870086669922;582;-67157
100; 0.3722398281097412;595;-67148
100; 0.3901846408843994;590;-67137
100; 0.4087250232696533;607;-67126
100; 0.4373311996459961;608;-67104
100; 0.46752500534057617;605;-67084
100; 0.5126378536224365;621;-67062
100; 0.5394830703735352;616;-67042
100; 0.5821166038513184;625;-67019
100; 0.5976390838623047;624;-67006
100; 0.619638204574585;624;-66992
100; 0.6367273330688477;626;-66985
100; 0.649390459060669;626;-66964
100; 0.6974713802337646;628;-66946
100; 0.7029151916503906;623;-66944
100; 0.710026741027832;626;-66939
100; 0.7161805629730225;630;-66935
100; 0.7229678630828857;633;-66931
100; 0.7407140731811523;628;-66920
100; 0.7472937107086182;625;-66915
100; 0.7527351379394531;632;-66912
100; 0.7590517997741699;628;-66908
100; 0.7644145488739014;631;-66904
100; 0.770941972732544;627;-66901
100; 0.7855179309844971;630;-66891
100; 0.7989213466644287;632;-66883
100; 0.8120903968811035;626;-66874
100; 0.8255424499511719;632;-66866
100; 0.8376114368438721;636;-66857
100; 0.8495476245880127;633;-66849
100; 0.8644859790802002;629;-66839
100; 0.8735799789428711;636;-66835
100; 0.8796343803405762;633;-66832
100; 0.8861937522888184;634;-66828
100; 0.8914535045623779;629;-66824
100; 0.9026176929473877;630;-66818
100; 0.917583703994751;633;-66806
100; 0.9314939975738525;630;-66798
100; 0.9394447803497314;627;-66794
100; 0.946563720703125;635;-66790
100; 0.9515533447265625;635;-66786
100; 0.958092451095581;636;-66782
100; 0.9633669853210449;636;-66778
100; 0.96966552734375;630;-66774
100; 0.9772739410400391;628;-66770
100; 0.9825389385223389;630;-66767
100; 0.9888820648193359;637;-66763
100; 0.9944195747375488;635;-66760
100; 1.0004475116729736;634;-66756
